seq,stamp,elapsed_time,yaw,pitch,roll,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
101,1710361885.4519079,0.32508397102355957,45.306,89.711,17.316,0.1798,-0.0613,0.2656,0.431,1.39,-10.646,-0.058181,-0.041288,-0.067319
102,1710361885.4774797,0.35065579414367676,48.227,89.659,20.187,0.1779,-0.0642,0.2666,0.629,0.897,-10.692,-0.00481,-0.004661,0.08004
103,1710361885.504261,0.37743711471557617,70.481,89.539,42.493,0.1798,-0.0672,0.2667,1.03,0.388,-10.872,0.057948,-0.013578,0.165137
104,1710361885.5275016,0.4006776809692383,87.984,89.375,60.133,0.1816,-0.0663,0.2647,1.252,-0.221,-10.944,0.121133,0.046063,0.146449
105,1710361885.5518892,0.425065279006958,94.655,89.264,66.969,0.1779,-0.0691,0.2612,1.207,-0.155,-11.02,0.108757,0.009743,0.061699
106,1710361885.5782948,0.45147085189819336,98.461,89.235,70.921,0.1788,-0.0682,0.2623,0.724,0.268,-10.977,0.100431,0.039427,0.016465
107,1710361885.6024048,0.47558093070983887,103.998,89.221,76.587,0.1761,-0.0671,0.2654,-0.105,0.75,-10.531,0.083728,0.032889,0.029182
108,1710361885.6274824,0.5006585121154785,107.635,89.177,80.352,0.1772,-0.0563,0.2621,-0.481,0.821,-10.428,0.097371,0.037769,0.036114
109,1710361885.6526222,0.5257983207702637,110.289,89.155,83.124,0.1751,-0.0701,0.2676,-0.611,0.982,-10.317,0.069627,0.022149,0.006267
110,1710361885.6773984,0.550574541091919,112.754,89.183,85.638,0.177,-0.0652,0.2643,-0.838,1.555,-10.266,0.004,0.033095,-0.014522
111,1710361885.7026296,0.5758056640625,116.255,89.197,89.057,0.1742,-0.0681,0.2642,-0.92,1.509,-9.8,-0.09719,0.043312,-0.003229
112,1710361885.7273812,0.6005573272705078,119.095,89.216,91.687,0.1724,-0.067,0.263,-0.867,1.296,-9.196,-0.175531,0.013592,-0.0248
113,1710361885.7526598,0.6258358955383301,116.309,89.246,88.63,0.1751,-0.0711,0.2676,-0.891,1.447,-8.88,-0.177223,-0.040987,-0.00601
114,1710361885.7773695,0.650545597076416,111.823,89.22,83.955,0.1732,-0.075,0.2609,-0.964,0.904,-9.24,-0.099774,-0.02882,0.022519
115,1710361885.8027349,0.6759109497070312,104.214,89.198,76.26,0.1741,-0.075,0.2632,-1.129,0.666,-9.629,-0.040959,-0.104244,-0.004084
116,1710361885.8272974,0.7004735469818115,96.43,89.129,68.45,0.1742,-0.0671,0.2598,-0.734,0.526,-10.604,-0.007612,-0.052082,0.043683
117,1710361885.8524346,0.7256107330322266,98.163,89.062,70.156,0.1722,-0.0759,0.2609,-0.296,-0.202,-10.004,-0.035935,0.023567,0.055504
118,1710361885.877314,0.7504901885986328,100.506,89.05,72.438,0.1722,-0.0799,0.2653,0.25,-1.332,-9.33,-0.048212,0.01752,-0.037492
119,1710361885.902231,0.775407075881958,90.163,89.267,61.967,0.1723,-0.068,0.2608,0.377,-1.284,-8.947,-0.119766,-0.07466,-0.279939
120,1710361885.9272356,0.8004117012023926,45.662,89.511,17.317,0.1732,-0.075,0.2576,0.272,-0.315,-8.701,-0.084171,-0.08462,-0.369162
121,1710361885.9523242,0.8255002498626709,-6.045,89.28,-34.46,0.1749,-0.08,0.2633,0.615,-0.312,-8.772,-0.032156,-0.096343,-0.409166
122,1710361885.9772322,0.8504083156585693,-26.769,88.652,-55.203,0.1787,-0.0791,0.2591,0.88,0.04,-8.863,-0.00945,-0.137828,-0.544704
123,1710361886.00276,0.8759360313415527,-34.706,87.834,-63.139,0.1787,-0.0771,0.2613,0.964,0.579,-9.17,-0.00174,-0.147984,-0.602306
124,1710361886.0271928,0.9003689289093018,-38.523,86.92,-66.974,0.1806,-0.0712,0.2559,0.967,1.306,-9.648,-0.0279,-0.152837,-0.638785
